timestamp,voltage,current,temperature
2025-06-18T21:08:28.418444,0.69,0.0,32.8
2025-06-18T21:08:38.758261,0.67,0.0,32.8
2025-06-18T21:08:49.357625,0.58,0.0,32.8
2025-06-18T21:08:59.468277,0.68,0.0,32.8
2025-06-18T21:09:10.006383,0.52,-0.0,32.8
2025-06-18T21:09:20.846173,0.62,0.0,32.8
2025-06-18T21:09:30.954142,0.54,0.0,33.3
2025-06-18T21:09:41.426952,0.66,0.0,33.3
2025-06-18T21:09:51.977309,0.57,0.0,33.3
2025-06-18T21:10:02.442094,0.68,0.0,33.3
2025-06-18T21:10:12.878054,0.62,0.0,33.3
2025-06-18T21:10:23.541913,0.53,-0.0,33.3
2025-06-18T21:10:33.829620,0.57,-0.0,33.3
2025-06-18T21:10:44.205085,0.56,0.0,33.3
2025-06-18T21:10:54.439317,0.54,0.0,33.3
2025-06-18T21:11:04.630397,0.64,0.0,33.3
2025-06-18T21:11:15.327587,0.65,0.0,33.3
2025-06-18T21:11:26.184308,1.36,0.0,33.3
2025-06-18T21:11:36.831921,2.71,0.0,33.3
2025-06-18T21:11:47.689211,2.6,0.0,33.3
2025-06-18T21:11:58.338219,2.93,0.001,33.3
2025-06-18T21:12:08.987165,3.02,0.001,33.3
2025-06-18T21:12:19.634567,2.93,0.0,33.3
2025-06-18T21:12:30.050241,2.31,0.0,33.3
2025-06-18T21:12:40.937039,2.16,0.0,33.3
2025-06-18T21:12:51.586430,2.12,0.0,33.3
2025-06-18T21:13:02.235656,2.31,0.0,33.3
2025-06-18T21:13:12.885074,2.42,0.0,33.3
2025-06-18T21:13:23.432308,0.84,0.0,33.3
2025-06-18T21:13:34.081194,0.54,0.0,33.3
2025-06-18T21:13:44.421427,0.57,0.0,33.3
2025-06-18T21:13:54.766693,0.68,0.0,33.3
2025-06-18T21:14:05.314081,0.51,0.0,33.3
2025-06-18T21:14:16.168343,0.59,-0.0,33.3
2025-06-18T21:14:26.817146,1.17,0.0,33.3
2025-06-18T21:14:37.003621,0.7,-0.0,33.3
2025-06-18T21:14:47.297110,0.72,0.0,33.3
2025-06-18T21:14:57.537068,0.65,0.0,33.3
2025-06-18T21:15:07.982186,0.84,0.0,33.3
2025-06-18T21:15:18.940844,4.31,0.001,33.3
2025-06-18T21:15:29.691689,4.46,0.001,33.3
2025-06-18T21:15:40.747676,4.53,0.001,33.3
2025-06-18T21:15:51.057445,4.32,0.001,33.3
2025-06-18T21:16:01.176755,3.73,0.0,33.3
2025-06-18T21:16:11.777330,3.02,0.0,33.3
2025-06-18T21:16:22.427168,3.01,0.0,33.3
2025-06-18T21:16:32.871175,2.9,0.001,33.3
2025-06-18T21:16:43.521480,2.92,0.0,33.3
2025-06-18T21:16:54.065519,3.22,0.001,33.3
2025-06-18T21:17:04.613094,3.89,0.001,33.3
2025-06-18T21:17:15.470356,0.53,0.0,33.3
2025-06-18T21:17:26.119619,0.53,0.0,33.3
2025-06-18T21:17:36.769483,0.63,-0.0,33.3
2025-06-18T21:17:47.419439,0.59,0.0,33.3
2025-06-18T21:17:58.065489,0.61,-0.0,33.3
2025-06-18T21:18:08.922923,0.69,0.0,33.3
2025-06-18T21:18:19.785442,0.52,-0.0,33.3
2025-06-18T21:18:30.525808,0.55,0.0,33.3
2025-06-18T21:18:41.280707,0.66,-0.0,33.3
2025-06-18T21:18:51.929915,0.6,0.0,33.3
2025-06-18T21:19:02.270318,0.55,-0.0,33.3
2025-06-18T21:19:12.819629,0.4,0.0,33.3
2025-06-18T21:19:23.469525,0.66,-0.0,33.3
2025-06-18T21:19:34.119450,0.63,-0.0,33.3
2025-06-18T21:19:44.769262,0.72,0.0,33.3
2025-06-18T21:19:55.417684,0.56,0.0,33.3
2025-06-18T21:20:05.657368,0.67,0.0,32.8
2025-06-18T21:20:16.305023,0.59,0.0,32.8
2025-06-18T21:20:26.510684,0.67,-0.0,33.0
2025-06-18T21:20:36.688815,0.7,-0.0,33.3
2025-06-18T21:20:47.130095,0.66,0.0,33.3
2025-06-18T21:20:57.269048,0.56,0.0,33.3
2025-06-18T21:21:07.914797,0.67,0.0,33.3
2025-06-18T21:21:18.973222,0.58,-0.0,33.3
2025-06-18T21:21:29.322795,0.67,0.0,33.3
2025-06-18T21:21:40.273644,0.38,0.0,33.3
2025-06-18T21:21:51.026994,0.69,-0.0,33.3
2025-06-18T21:22:01.981480,0.52,0.0,33.3
2025-06-18T21:22:12.732547,0.63,-0.0,33.3
2025-06-18T21:48:02.042649,0.66,0.0,33.3
2025-06-18T21:48:12.692230,0.69,0.0,33.3
2025-06-18T21:48:23.342747,0.53,-0.0,33.3
2025-06-18T21:48:33.886987,0.63,-0.0,33.3
2025-06-18T21:48:44.945398,0.6,0.0,33.3
2025-06-18T21:48:55.700584,0.68,0.0,33.3
2025-06-18T21:49:06.146678,0.62,0.0,33.3
2025-06-18T21:49:16.798432,2.75,0.0,33.3
2025-06-18T21:49:27.041262,3.83,0.001,33.3
2025-06-18T21:49:37.685011,3.89,0.001,33.3
2025-06-18T21:49:48.438045,3.67,0.001,33.3
2025-06-18T21:49:59.507834,3.85,0.001,33.3
2025-06-18T21:50:10.246698,3.51,0.001,33.3
2025-06-18T21:50:20.695557,4.47,0.001,33.3
2025-06-18T21:50:31.342327,4.33,0.001,33.3
2025-06-18T21:50:42.285040,0.67,0.0,33.3
2025-06-18T21:50:53.049877,0.63,0.0,33.3
2025-06-18T21:51:03.510325,0.64,-0.0,33.3
2025-06-18T21:51:14.144169,0.59,0.0,33.3
2025-06-18T21:51:25.004839,0.64,0.0,33.3
2025-06-18T21:51:35.338902,0.63,0.0,33.3
2025-06-18T21:51:46.342862,0.6,0.0,33.3
2025-06-18T21:51:56.947688,0.55,0.0,33.3
2025-06-18T21:52:07.187178,0.51,0.0,33.3
2025-06-18T21:52:17.836364,0.54,0.0,33.3
2025-06-18T22:01:56.699868,0.69,-0.0,33.3
2025-06-18T22:02:06.823690,0.58,-0.0,33.3
2025-06-18T22:02:32.233960,0.62,-0.0,33.8
2025-06-18T22:02:42.905433,0.73,0.0,33.8
2025-06-18T22:02:53.633616,0.7,0.0,33.8
2025-06-18T22:03:04.402532,0.72,0.0,33.8
2025-06-18T22:03:14.679653,0.57,0.0,33.8
2025-06-18T22:03:25.278390,0.69,0.0,33.8
2025-06-18T22:03:36.232486,0.69,0.0,33.8
2025-06-18T22:03:47.087029,0.72,-0.0,33.8
2025-06-18T22:03:57.636176,0.69,-0.0,33.8
2025-06-18T22:04:08.325371,0.67,-0.0,33.8
2025-06-18T22:04:19.876099,0.62,0.0,33.8
2025-06-18T22:04:30.608853,0.69,0.0,33.8
2025-06-18T22:04:41.051664,0.6,0.0,33.8
2025-06-18T22:04:51.758399,0.63,0.0,33.8
2025-06-18T22:05:01.942142,0.57,-0.0,33.8
2025-06-18T22:05:12.056250,0.71,0.0,33.8
2025-06-18T22:05:22.245092,0.54,-0.0,33.8
2025-06-18T22:05:33.173503,0.54,-0.0,33.8
2025-06-18T22:05:43.568217,0.62,0.0,33.8
2025-06-18T22:05:53.756984,0.68,0.0,33.8
2025-06-18T22:06:04.507143,0.68,-0.0,33.8
2025-06-18T22:06:14.852132,0.56,0.0,33.8
2025-06-18T22:06:25.040565,0.55,0.0,33.8
2025-06-18T22:06:35.821881,0.57,0.0,33.8
2025-06-18T22:06:46.798132,0.6,0.0,33.8
2025-06-18T22:06:58.164840,0.58,0.0,33.8
2025-06-18T22:07:08.360143,0.54,0.0,33.8
2025-06-18T22:07:18.543483,0.56,0.0,33.8
2025-06-18T22:07:28.729201,0.72,0.0,33.8
2025-06-18T22:07:38.975280,0.72,0.0,33.8
2025-06-18T22:07:49.466823,0.53,0.0,33.8
2025-06-18T22:08:00.220881,0.69,-0.0,33.8
2025-06-18T22:08:11.277804,0.55,-0.0,33.8
2025-06-18T22:08:21.982510,0.55,0.0,33.8
2025-06-18T22:08:32.118621,0.68,0.0,33.8
2025-06-18T22:08:42.408921,0.57,0.0,33.8
2025-06-18T22:08:52.521194,0.56,0.0,33.8
2025-06-18T22:09:02.637072,0.68,-0.0,33.8
2025-06-18T22:09:13.025938,0.54,0.0,33.8
2025-06-18T22:09:23.472330,0.72,0.0,33.8
2025-06-18T22:09:34.150346,0.66,0.0,33.8
2025-06-18T22:09:44.269006,0.68,-0.0,33.8
2025-06-18T22:09:54.370339,0.59,-0.0,33.8
2025-06-18T22:14:02.102589,0.61,0.0,33.8
2025-06-18T22:14:12.754455,0.71,0.0,33.8
2025-06-18T22:14:23.401739,0.7,0.0,33.8
2025-06-18T22:14:33.515567,0.67,0.0,33.8
2025-06-18T22:14:44.085600,0.62,0.0,33.8
2025-06-18T22:14:54.189106,0.54,0.0,33.8
2025-06-18T22:15:04.315064,0.72,0.0,33.8
2025-06-18T22:15:14.700569,0.55,0.0,33.8
2025-06-18T22:15:25.046774,0.72,0.0,33.8
2025-06-18T22:15:35.284648,0.7,-0.0,33.8
2025-06-18T22:15:45.934905,0.59,0.0,33.8
2025-06-18T22:15:56.584078,0.7,0.0,33.8
2025-06-18T22:16:06.756496,0.54,0.0,33.8
2025-06-18T22:16:17.164471,0.68,0.0,33.8
2025-06-18T22:16:27.508705,0.69,0.0,33.8
2025-06-18T22:16:37.749863,0.64,-0.0,33.8
2025-06-18T22:16:47.989916,0.54,0.0,33.8
2025-06-18T22:16:58.433147,0.56,-0.0,33.8
2025-06-18T22:17:09.183342,0.7,0.0,33.8
2025-06-18T22:17:19.642262,0.57,-0.0,33.8
2025-06-18T22:17:29.973104,0.72,0.0,33.8
2025-06-18T22:17:40.621668,0.54,-0.0,33.8
2025-06-18T22:17:51.271887,0.72,0.0,33.8
2025-06-18T22:18:01.378209,0.62,0.0,33.8
2025-06-18T22:18:11.546477,0.56,0.0,33.8
2025-06-18T22:18:21.991415,0.7,0.0,33.8
2025-06-18T22:18:32.331608,0.68,-0.0,33.8
2025-06-18T22:18:42.882549,0.56,0.0,33.8
2025-06-18T22:18:53.546215,0.72,-0.0,33.8
2025-06-18T22:19:03.653148,0.62,0.0,33.8
2025-06-18T22:19:13.752633,0.72,0.0,33.8
2025-06-18T22:19:23.866780,0.66,0.0,33.8
2025-06-18T22:19:34.079932,0.55,-0.0,33.8
2025-06-18T22:19:44.569302,0.53,0.0,33.8
2025-06-18T22:19:55.018101,0.71,0.0,33.8
2025-06-18T22:20:05.209967,0.54,-0.0,33.8
2025-06-18T22:20:15.656101,0.51,0.0,33.8
2025-06-18T22:20:25.894494,0.71,0.0,33.8
2025-06-18T22:20:36.748355,0.6,0.0,33.8
2025-06-18T22:20:46.842536,0.54,0.0,33.8
2025-06-18T22:20:57.126182,0.6,0.0,33.8
2025-06-18T22:21:07.674994,0.7,0.0,33.8
2025-06-18T22:21:18.320948,0.55,-0.0,33.8
2025-06-18T22:21:29.177442,0.72,0.0,33.8
2025-06-18T22:21:40.234872,0.65,0.0,33.8
2025-06-18T22:21:50.682095,0.64,0.0,33.8
2025-06-18T22:22:00.921684,0.7,0.0,33.8
2025-06-18T22:22:11.162995,0.56,-0.0,33.8
2025-06-18T22:22:21.503500,0.68,0.0,33.8
2025-06-18T22:22:31.845195,0.64,0.0,33.8
2025-06-18T22:22:42.188304,0.69,0.0,33.8
2025-06-18T22:22:52.528600,0.69,-0.0,33.8
2025-06-18T22:23:03.285028,0.68,0.0,33.8
2025-06-18T22:23:13.522448,0.55,0.0,33.8
2025-06-18T22:23:23.888911,0.54,0.0,33.8
2025-06-18T22:23:34.019191,0.6,0.0,33.8
2025-06-18T22:23:44.456968,0.69,0.0,33.8
2025-06-18T22:23:55.837800,0.64,0.0,33.8
2025-06-18T22:24:06.007564,0.55,0.0,33.8
2025-06-18T22:24:16.195147,0.6,0.0,33.8
2025-06-18T22:24:26.530586,0.72,0.0,33.8
2025-06-18T22:24:37.094970,0.69,0.0,33.8
2025-06-18T22:24:47.218578,0.7,0.0,33.8
2025-06-18T22:24:57.889538,0.72,-0.0,33.8
2025-06-18T22:25:08.924611,0.63,0.0,33.8
2025-06-18T22:25:19.559373,0.62,0.0,33.8
2025-06-18T22:25:30.428538,0.57,0.0,33.8
2025-06-18T22:25:41.183995,0.56,0.0,33.8
2025-06-18T22:25:51.423630,0.57,0.0,33.8
2025-06-18T22:26:01.662296,0.59,-0.0,33.8
2025-06-18T22:26:11.906094,0.68,0.0,33.8
